54.36.149.41 - - [22/Jan/2019:03:56:14 +0330] "GET /filter/27|13%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,27|%DA%A9%D9%85%D8%AA%D8%B1%20%D8%A7%D8%B2%205%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,p53 HTTP/1.1" 200 30577 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
66.249.66.194 - - [26/Jan/2019:00:00:41 +0330] "GET /filter/p3%2Cb1%2Cb879%2Cb126 HTTP/1.1" 200 36235 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
2.190.80.206 - - [26/Jan/2019:00:00:41 +0330] "GET /image/523/brand HTTP/1.1" 200 2279 "https://www.zanbil.ir/m/filter/b143" "Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI SCL-L21 Build/HuaweiSCL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36" "-"
2.190.80.206 - - [26/Jan/2019:00:00:41 +0330] "GET /image/19/brand HTTP/1.1" 200 2595 "https://www.zanbil.ir/m/filter/b143" "Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI SCL-L21 Build/HuaweiSCL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36" "-"
2.190.80.206 - - [26/Jan/2019:00:00:41 +0330] "GET /image/8860/specialSale?role=mobile HTTP/1.1" 200 16215 "https://www.zanbil.ir/m/filter/b143" "Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI SCL-L21 Build/HuaweiSCL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36" "-"
2.190.80.206 - - [26/Jan/2019:00:00:41 +0330] "GET /image/1215/mainSlideMobile HTTP/1.1" 200 69159 "https://www.zanbil.ir/m/filter/b143" "Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI SCL-L21 Build/HuaweiSCL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36" "-"
2.190.80.206 - - [26/Jan/2019:00:00:41 +0330] "GET /image/614/brand HTTP/1.1" 200 2088 "https://www.zanbil.ir/m/filter/b143" "Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI SCL-L21 Build/HuaweiSCL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36" "-"
40.77.167.156 - - [26/Jan/2019:00:00:41 +0330] "GET /filter/b32%2Cb52%2Cb603 HTTP/1.1" 200 37449 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
2.190.80.206 - - [26/Jan/2019:00:00:41 +0330] "GET /image/8731/specialSale?role=mobile HTTP/1.1" 200 16298 "https://www.zanbil.ir/m/filter/b143" "Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI SCL-L21 Build/HuaweiSCL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36" "-"
2.190.80.206 - - [26/Jan/2019:00:00:41 +0330] "GET /image/1226/mainSlideMobile HTTP/1.1" 200 71740 "https://www.zanbil.ir/m/filter/b143" "Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI SCL-L21 Build/HuaweiSCL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36" "-"
5.121.161.155 - - [26/Jan/2019:00:00:41 +0330] "GET /image/62715/productModel/200x200 HTTP/1.1" 200 7376 "https://www.zanbil.ir/m/filter/p65%2Cb1%2C6313%7C55%20%D8%A7%DB%8C%D9%86%DA%86?page=1&o=6313" "Mozilla/5.0 (Linux; Android 7.0; PRA-LA1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
94.176.22.172 - - [26/Jan/2019:00:00:41 +0330] "GET /image/30822?name=0345-2g-33.jpg&wh=300x300 HTTP/1.1" 200 14367 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G965F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
89.198.160.197 - - [26/Jan/2019:00:00:41 +0330] "GET /image/32484?name=psmart.jpg&wh=200x200 HTTP/1.1" 200 6012 "-" "Dalvik/2.1.0 (Linux; U; Android 8.0.0; FIG-LA1 Build/HUAWEIFIG-LA1)" "-"
5.62.160.150 - - [26/Jan/2019:00:00:41 +0330] "GET /image/33980?name=560.jpg&wh=200x200 HTTP/1.1" 200 10371 "-" "Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-J810F Build/R16NW)" "-"
5.78.56.171 - - [26/Jan/2019:00:00:42 +0330] "GET /m/browse/refrigerator-and-freezer/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1 HTTP/1.1" 200 20188 "https://www.zanbil.ir/m/browse/big-kitchen-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%A8%D8%B2%D8%B1%DA%AF-%D8%A2%D8%B4%D9%BE%D8%B2%D8%AE%D8%A7%D9%86%D9%87" "Mozilla/5.0 (Linux; Android 8.0.0; BAC-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36" "-"
192.119.167.157 - - [26/Jan/2019:00:00:42 +0330] "GET /image/59771/productModel/150x150 HTTP/1.1" 200 2783 "https://www.zanbil.ir/m/product/2580/409/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C-%D8%B1%D9%88%D9%85%DB%8C%D8%B2%DB%8C-%D9%85%D8%AC%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-2195BW" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1" "-"
5.112.61.166 - - [26/Jan/2019:00:00:42 +0330] "GET /amp-helper-frame.html?appId=a624a1c1-0c93-466a-a546-e146710f97e6&parentOrigin=https://www-zanbil-ir.cdn.ampproject.org HTTP/1.1" 200 133 "https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/filter/b2,b67,p3?amp_js_v=a2&amp_gsa=1&usqp=mq331AQCCAE%3D" "Mozilla/5.0 (Linux; Android 8.0.0; SM-A520F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
192.119.167.157 - - [26/Jan/2019:00:00:42 +0330] "GET /image/6/productType/120x90 HTTP/1.1" 200 9916 "https://www.zanbil.ir/m/product/2580/409/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C-%D8%B1%D9%88%D9%85%DB%8C%D8%B2%DB%8C-%D9%85%D8%AC%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-2195BW" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1" "-"
192.119.167.157 - - [26/Jan/2019:00:00:42 +0330] "GET /image/7/productType/120x90 HTTP/1.1" 200 12590 "https://www.zanbil.ir/m/product/2580/409/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C-%D8%B1%D9%88%D9%85%DB%8C%D8%B2%DB%8C-%D9%85%D8%AC%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-2195BW" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1" "-"
5.214.110.195 - - [26/Jan/2019:00:00:42 +0330] "GET /image/31733?name=sg-a590-22.jpg&wh=200x200 HTTP/1.1" 200 5243 "-" "Dalvik/2.1.0 (Linux; U; Android 8.0.0; PRA-LA1 Build/HONORPRA-LA1)" "-"
66.249.66.194 - - [26/Jan/2019:00:00:42 +0330] "GET /m/filter/b131,b135,b136,p2597 HTTP/1.1" 200 18820 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
195.248.251.18 - - [26/Jan/2019:00:00:42 +0330] "GET /ads.txt HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:58.0) Gecko/20100101 Firefox/58.0" "-"
5.210.153.101 - - [26/Jan/2019:00:00:42 +0330] "GET /image/34008?name=5051.jpg&wh=200x200 HTTP/1.1" 200 7208 "https://torob.com/p/5c8b3743-2211-4cf9-a598-1c261a65a222/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%84%D8%A7%DB%8C%D9%81/" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.2 Chrome/44.0.2403.133 Mobile Safari/537.36" "-"
5.78.56.171 - - [26/Jan/2019:00:00:42 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/browse/refrigerator-and-freezer/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1" "Mozilla/5.0 (Linux; Android 8.0.0; BAC-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36" "-"
5.78.56.171 - - [26/Jan/2019:00:00:42 +0330] "GET /image/62917/productModel/200x200 HTTP/1.1" 200 3033 "https://www.zanbil.ir/m/browse/refrigerator-and-freezer/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1" "Mozilla/5.0 (Linux; Android 8.0.0; BAC-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36" "-"
5.78.56.171 - - [26/Jan/2019:00:00:42 +0330] "GET /image/63364/productModel/200x200 HTTP/1.1" 200 3594 "https://www.zanbil.ir/m/browse/refrigerator-and-freezer/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1" "Mozilla/5.0 (Linux; Android 8.0.0; BAC-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36" "-"
195.248.251.18 - - [26/Jan/2019:00:00:43 +0330] "GET /ads.txt HTTP/1.1" 404 33665 "http://zanbil.ir/ads.txt" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:58.0) Gecko/20100101 Firefox/58.0" "-"
217.60.227.178 - - [26/Jan/2019:00:00:43 +0330] "GET /m/browse/sewing-machine/%DA%86%D8%B1%D8%AE-%D8%AE%DB%8C%D8%A7%D8%B7%DB%8C HTTP/1.1" 200 18407 "https://www.zanbil.ir/m/browse/appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D9%85%D9%86%D8%B2%D9%84" "Mozilla/5.0 (Linux; U; Android 4.2.2; fa-ir; HUAWEI G750-U10 Build/HuaweiG750-U10) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "-"
46.224.59.108 - - [26/Jan/2019:00:00:43 +0330] "GET /m/product/33119/63703/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86-%D8%A7%D9%84-%D8%A7%DB%8C-%D8%AF%DB%8C-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-55PUT6002 HTTP/1.1" 200 21982 "https://www.zanbil.ir/m/filter/p65%2Cb3" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36" "-"
195.248.251.18 - - [26/Jan/2019:00:00:43 +0330] "GET /ads.txt HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:58.0) Gecko/20100101 Firefox/58.0" "-"
5.125.16.26 - - [26/Jan/2019:00:00:43 +0330] "GET /image/34288?name=galaxy-j4-black-1.jpg&wh=200x200 HTTP/1.1" 200 4401 "-" "Dalvik/2.1.0 (Linux; U; Android 7.0; SM-A510F Build/NRD90M)" "-"
213.226.68.207 - - [26/Jan/2019:00:00:43 +0330] "GET /image/33831?name=70422-1.jpg&wh=max HTTP/1.1" 200 56214 "https://www.zanbil.ir/m/product/33831/64568/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%AF%D8%B1%D8%A8-%D8%A7%D8%B2-%D8%AC%D9%84%D9%88-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-WFU-70422ST" "Mozilla/5.0 (Linux; Android 4.4.2; Che2-L11) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
66.249.66.194 - - [26/Jan/2019:00:00:43 +0330] "GET /m/browse/keyboards/%DA%A9%DB%8C%D8%A8%D9%88%D8%B1%D8%AF HTTP/1.1" 302 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
2.190.80.206 - - [26/Jan/2019:00:00:43 +0330] "GET /image/3857/productModel/200x200 HTTP/1.1" 200 7029 "https://www.zanbil.ir/m/filter/b143" "Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI SCL-L21 Build/HuaweiSCL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36" "-"
2.190.80.206 - - [26/Jan/2019:00:00:43 +0330] "GET /image/2086/productModel/200x200 HTTP/1.1" 200 2021 "https://www.zanbil.ir/m/filter/b143" "Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI SCL-L21 Build/HuaweiSCL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36" "-"
5.113.66.53 - - [26/Jan/2019:00:00:43 +0330] "GET /m/product/28729/57606/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D8%A8%D9%88%D8%B4-%D9%85%D8%AF%D9%84-KDD74AW204 HTTP/1.1" 200 21099 "https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/filter/b36,p3?amp_js_v=a2&amp_gsa=1&usqp=mq331AQCCAE%3D" "Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
2.190.80.206 - - [26/Jan/2019:00:00:43 +0330] "GET /image/64480/productModel/200x200 HTTP/1.1" 200 5261 "https://www.zanbil.ir/m/filter/b143" "Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI SCL-L21 Build/HuaweiSCL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36" "-"
2.190.80.206 - - [26/Jan/2019:00:00:43 +0330] "GET /image/3853/productModel/200x200 HTTP/1.1" 200 6894 "https://www.zanbil.ir/m/filter/b143" "Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI SCL-L21 Build/HuaweiSCL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36" "-"
46.224.59.108 - - [26/Jan/2019:00:00:43 +0330] "GET /discountLabel/get/3?type=mobileSmallIcon HTTP/1.1" 200 4336 "https://www.zanbil.ir/m/product/33119/63703/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86-%D8%A7%D9%84-%D8%A7%DB%8C-%D8%AF%DB%8C-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-55PUT6002" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36" "-"
86.55.66.136 - - [26/Jan/2019:00:00:44 +0330] "POST /m/updateVariation?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir HTTP/1.1" 200 343 "https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/product/31720/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%B3%D8%A7%DB%8C%D8%AF-%D8%A8%D8%A7%DB%8C-%D8%B3%D8%A7%DB%8C%D8%AF-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-HM34?usqp=mq331AQECAEoAQ%3D%3D&amp_js_v=0.1" "Mozilla/5.0 (Linux; Android 7.0; LG-H860 Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36" "-"
195.248.251.18 - - [26/Jan/2019:00:00:44 +0330] "GET /ads.txt HTTP/1.1" 404 33699 "http://www.zanbil.ir/ads.txt" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:58.0) Gecko/20100101 Firefox/58.0" "-"
66.249.66.194 - - [26/Jan/2019:00:00:44 +0330] "GET /m/product/30531/%D8%B9%D8%B7%D8%B1-%D9%88-%D8%A7%D8%AF%DA%A9%D9%84%D9%86-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D8%AF%DB%8C%D9%88%D8%B1-%D9%85%D8%AF%D9%84-Christian-Dior-Gris-Montaigne-EDP HTTP/1.1" 200 20081 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
46.224.59.108 - - [26/Jan/2019:00:00:44 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/product/33119/63703/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86-%D8%A7%D9%84-%D8%A7%DB%8C-%D8%AF%DB%8C-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-55PUT6002" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36" "-"
2.178.218.221 - - [26/Jan/2019:00:00:44 +0330] "GET /static/images/amp/third-party/footer-mobile.png HTTP/1.1" 200 62894 "https://www.zanbil.ir/m/article/578/%D9%86%DA%A9%D8%A7%D8%AA%DB%8C-%D8%AF%D8%B1-%D9%85%D9%88%D8%B1%D8%AF-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D8%B5%D9%88%D8%B1%D8%AA-%D8%A8%D8%A7-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B1%DB%8C%D8%B4-%D8%AA%D8%B1%D8%A7%D8%B4-%D9%85%D9%88%D8%B2%D8%B1" "Mozilla/5.0 (Linux; Android 6.0; LG-K430) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
5.113.66.53 - - [26/Jan/2019:00:00:44 +0330] "GET /static/css/font/wyekan/font.woff HTTP/1.1" 200 28536 "https://www.zanbil.ir/m/product/28729/57606/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D8%A8%D9%88%D8%B4-%D9%85%D8%AF%D9%84-KDD74AW204" "Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.113.66.53 - - [26/Jan/2019:00:00:44 +0330] "GET /static/images/guarantees/goodShopping.png HTTP/1.1" 200 6496 "https://www.zanbil.ir/m/product/28729/57606/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D8%A8%D9%88%D8%B4-%D9%85%D8%AF%D9%84-KDD74AW204" "Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.113.66.53 - - [26/Jan/2019:00:00:44 +0330] "GET /static/images/guarantees/warranty.png HTTP/1.1" 200 5807 "https://www.zanbil.ir/m/product/28729/57606/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D8%A8%D9%88%D8%B4-%D9%85%D8%AF%D9%84-KDD74AW204" "Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.113.66.53 - - [26/Jan/2019:00:00:44 +0330] "GET /static/images/guarantees/bestPrice.png HTTP/1.1" 200 7356 "https://www.zanbil.ir/m/product/28729/57606/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D8%A8%D9%88%D8%B4-%D9%85%D8%AF%D9%84-KDD74AW204" "Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.113.66.53 - - [26/Jan/2019:00:00:44 +0330] "GET /static/images/guarantees/support.png HTTP/1.1" 200 6454 "https://www.zanbil.ir/m/product/28729/57606/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D8%A8%D9%88%D8%B4-%D9%85%D8%AF%D9%84-KDD74AW204" "Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.113.66.53 - - [26/Jan/2019:00:00:44 +0330] "GET /static/images/guarantees/fastDelivery.png HTTP/1.1" 200 7713 "https://www.zanbil.ir/m/product/28729/57606/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D8%A8%D9%88%D8%B4-%D9%85%D8%AF%D9%84-KDD74AW204" "Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.116.180.247 - - [26/Jan/2019:00:00:44 +0330] "GET /m/filter/p12351?page=1 HTTP/1.1" 200 17781 "https://www.zanbil.ir/m/browse/Tad-Lai-Lai/%D9%86%DB%8C-%D9%86%DB%8C-%D9%84%D8%A7%DB%8C-%D9%84%D8%A7%DB%8C" "Mozilla/5.0 (Linux; Android 7.0; SM-G610F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36" "-"
95.162.184.194 - - [26/Jan/2019:00:00:44 +0330] "GET /image/422/productModel/150x150 HTTP/1.1" 200 2691 "https://www.zanbil.ir/m/product/30886/60675/%D8%BA%D8%B0%D8%A7-%D8%B3%D8%A7%D8%B2-%D8%AF%D9%84%D9%85%D9%88%D9%86%D8%AA%DB%8C-%D9%85%D8%AF%D9%84-DL130" "Mozilla/5.0 (Linux; Android 7.0; LG-M400 Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36" "-"
46.224.59.108 - - [26/Jan/2019:00:00:44 +0330] "GET /image/33119?name=55put6002--4.jpg&wh=max HTTP/1.1" 200 39268 "https://www.zanbil.ir/m/product/33119/63703/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86-%D8%A7%D9%84-%D8%A7%DB%8C-%D8%AF%DB%8C-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-55PUT6002" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36" "-"
95.162.184.194 - - [26/Jan/2019:00:00:44 +0330] "GET /image/53890/productModel/150x150 HTTP/1.1" 200 4013 "https://www.zanbil.ir/m/product/30886/60675/%D8%BA%D8%B0%D8%A7-%D8%B3%D8%A7%D8%B2-%D8%AF%D9%84%D9%85%D9%88%D9%86%D8%AA%DB%8C-%D9%85%D8%AF%D9%84-DL130" "Mozilla/5.0 (Linux; Android 7.0; LG-M400 Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36" "-"
46.224.59.108 - - [26/Jan/2019:00:00:44 +0330] "GET /image/33119?name=55put6002--2.jpg&wh=max HTTP/1.1" 200 25643 "https://www.zanbil.ir/m/product/33119/63703/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86-%D8%A7%D9%84-%D8%A7%DB%8C-%D8%AF%DB%8C-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-55PUT6002" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36" "-"
5.126.223.55 - - [26/Jan/2019:00:00:44 +0330] "GET /image/11926?name=sm812aaa.jpg&wh=200x200 HTTP/1.1" 200 4377 "-" "Dalvik/2.1.0 (Linux; U; Android 7.0; SM-A510F Build/NRD90M)" "-"
40.77.167.205 - - [26/Jan/2019:00:00:45 +0330] "GET /filter/b144%2Cb152%2Cb442 HTTP/1.1" 200 37842 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
