Title,Date,Link,Author,Views
фотоПриватний супутник зробив історичне фото космічного сміття,11:56,https://life.pravda.com.ua/society/yaponska-kompaniya-astroscale-pokazala-istorichniy-znimok-kosmichnogo-smittya-301277/,,
Посол ЄС сподівається на старт переговорів з Києвом в кінці червня: Україна готова,11:48,https://www.eurointegration.com.ua/news/2024/04/27/7184775/,Христина Бондарєва,
"""Це схоже на загальнонаціональний катарсис"": підсумки виставки про Аллу Горську ""Боривітер""",11:30,https://life.pravda.com.ua/culture/pidsumki-vistavki-boriviter-rozpovidaye-olena-grozovska-301269/,,
"Глава МЗС Чехії пояснив Будапешту, чому треба підтримувати Україну",11:17,https://www.eurointegration.com.ua/news/2024/04/27/7184773/,Христина Бондарєва,
"фотоПівдень Марса заполонили чорні ""павуки"". Що це за явище",11:00,https://life.pravda.com.ua/society/na-marsi-sotni-chornih-pavukiv-astronomi-poyasnyuyut-shcho-ce-za-yavishche-301274/,,
відеоВибухи на двох НПЗ на Кубані є наслідками полювання дронів СБУ – джерело,10:58,/news/2024/04/27/7453240/,,
"відеоВоїни ГУР знищили російський новітній ""Подльот"" за 700 мільйонів",10:44,/news/2024/04/27/7453239/,,
У школах Фінляндії почали відмовлятись від підносів з екологічною метою,10:33,https://www.eurointegration.com.ua/news/2024/04/27/7184771/,Христина Бондарєва,
На війні загинув український ексжурналіст,10:21,/news/2024/04/27/7453237/,,
У Польщі хочуть поговорити з Україною про студентів-українців на тлі обмежень Києва,10:06,https://www.eurointegration.com.ua/news/2024/04/27/7184772/,Христина Бондарєва,
"Росія вночі атакувала два енергетичні об’єкти на Львівщині, почалися пожежі",09:45,/news/2024/04/27/7453235/,,
"У США заявили про зміну своєї політики до Грузії, якщо ті схвалять закон про ""іноагентів""",09:22,/news/2024/04/27/7453234/,,
"У Фінляндії заявили, що витік метану з ""Північних потоків"" навряд чи матиме вплив на клімат",09:06,https://www.eurointegration.com.ua/news/2024/04/27/7184768/,Христина Бондарєва,
Уночі збито 21 з 34 ракет окупантів,08:50,/news/2024/04/27/7453232/,,
"ДТЕК: Росія серйозно пошкодила обладнання чотирьох ТЕС, є постраждалі",08:38,/news/2024/04/27/7453231/,,
РФ втратила ще понад тисячу своїх вояків,08:22,/news/2024/04/27/7453230/,,
На Дніпропетровщині через ракетний удар пошкоджено два енергооб’єкти та виникли перебої з водою,08:06,/news/2024/04/27/7453229/,,
За добу відбулося 94 бойових зіткнення: найактивніший ворог на Авдіївському напрямку,07:50,/news/2024/04/27/7453228/,,
"Ракетний удар: ворог атакував енергооб’єкти у Дніпропетровській, Івано-Франківській та Львівській областях",07:33,/news/2024/04/27/7453227/,,
У південно-східних областях втретє за ніч була оголошена ракетна небезпека: у Херсоні пролунали вибухи,06:26,/news/2024/04/27/7453226/,,
"відеоВ Росії на Кубані безпілотники атакували два НПЗ, бітумний завод і військовий аеродром",05:48,/news/2024/04/27/7453225/,,
ISW оцінив можливості України звільнити всю свою територію від окупантів,04:28,/news/2024/04/27/7453224/,,
доповненоПольща цієї ночі двічі піднімала в повітря військову авіацію,03:22,/news/2024/04/27/7453223/,,
"Die Welt оприлюднило мирну угоду, яку Україна та Росія могли підписати на початку війни",02:07,/news/2024/04/27/7453222/,,
оновленоРосіяни запускали ракети: було оголошено масштабну повітряну тривогу,01:06,/news/2024/04/27/7453214/,,
Німецькі винищувачі перехопили російський  Іл-20 над Балтійським морем,00:54,/news/2024/04/27/7453213/,,
"доповнено, фотоУ Харкові пролунала серія вибухів: пошкоджена медустанова, постраждала пацієнтка",00:38,/news/2024/04/27/7453212/,,
"Іспанія на ""Рамштайні"" підтвердила плани відправити Україні ракети до Patriot",23:40,/news/2024/04/26/7453210/,,
"Новини економіки 26 квітня: застава за Сольського, Кабмін зберіг тариф на електрику для населення",23:29,https://www.epravda.com.ua/news/2024/04/26/712974/,Економічна правда,2944 перегляди
"відеоПлетенчук: Росіяни посилили захист своїх суден після пошкодження ""Коммуни""",23:17,/news/2024/04/26/7453208/,,
СПЕЦПРОЄКТЗелений перехід: коли українці пересядуть на електромобілі,,https://www.epravda.com.ua/cdn/cd1/2024/peresiadut_na_elektromobili/,,
"Мутації та перемога природи. Факти про Чорнобильську катастрофу, які ви могли не знати",23:10,https://life.pravda.com.ua/society/cikavi-fakti-pro-avariyu-na-chaes-ta-zonu-vidchuzhennya-yaki-vi-mogli-ne-znati-301256/,,
Мінфін оновив дані про фінансування держбюджету від початку великої війни: хто став найбільшим донором,23:06,https://www.epravda.com.ua/news/2024/04/26/712972/,Анастасія Дячкіна,5321 перегляд
"оновлюєтьсяУ всіх областях України оголошували ракетну небезпеку, була загроза ""Кинджалів""",23:01,/news/2024/04/26/7453206/,,
Чарльз ІІІ уперше після виявлення раку відновлює участь у публічних заходах,22:27,https://www.eurointegration.com.ua/news/2024/04/26/7184761/,Олег Павлюк,
КолонкаІсторія спротиву кримськотатарського політика Нарімана Джеляла,22:21,https://www.pravda.com.ua/columns/2024/04/26/7453139/,,
"Два топменеджери Ощадбанку перейшли в правління ""Сенс Банку""",22:20,https://www.epravda.com.ua/news/2024/04/26/712971/,Олексій Павлиш,5264 перегляди
Deep State: Росіяни захопили два села неподалік від Авдіївки,22:12,/news/2024/04/26/7453202/,,
"відео, оновленоНетверезий голова райдержадміністрації Броварів збив чотирьох людей",22:02,/news/2024/04/26/7453187/,,
Канада виділяє ще близько $12 млн на дрони і снаряди для України,21:47,/news/2024/04/26/7453201/,,
Квартири колаборанта Сальдо і росолігарха Шелкова в Одесі вдруге виставили на аукціон,21:27,https://www.epravda.com.ua/news/2024/04/26/712970/,Олексій Павлиш,3634 перегляди
"фотоОкупанти вдарили по фермі на Харківщині, постраждав чоловік",21:22,/news/2024/04/26/7453198/,,
"Пентагон розкрив, яку зброю замовить для України на $6 млрд",21:14,/news/2024/04/26/7453197/,,
"У поліції Києва розповіли про причини обшуків у ""Київтеплоенерго""",20:59,https://www.epravda.com.ua/news/2024/04/26/712968/,Олексій Павлиш,5834 перегляди
Верняєв не зміг потрапити на подіум ЧЄ-2024 у вправах на коні,20:58,https://champion.com.ua/others/2024/04/26/956366/vernyayev-ne-zmih-potrapyty-na-podium-chye-2024-u-vpravakh-na-koni,,
"ФОТОЛевиця, яку евакуювали з Харківщини, разом зі своєю парою переїхала до Африки",20:53,https://life.pravda.com.ua/society/levicyu-vasilinu-vryatovanu-na-harkivshchini-povernuli-do-pivdennoji-afriki-foto-301276/,,
"Байден заявив, що планує йти на дебати з Трампом",20:49,https://www.eurointegration.com.ua/news/2024/04/26/7184751/,Андрій Синявський,
"Захист ТЕЦ, ТЕС і ГЕС ніколи не відносився до відповідальності Мінінфраструктури – Кубраков",20:47,https://www.epravda.com.ua/news/2024/04/26/712966/,Олексій Павлиш,5665 переглядів
"Бельгія прискориться, щоб поставити Україні F-16 уже в 2024 році",20:32,/news/2024/04/26/7453186/,,
У Києві через ремонт обмежать рух транспорту на кількох вулицях,20:16,https://www.epravda.com.ua/news/2024/04/26/712964/,Анастасія Дячкіна,3552 перегляди
Остін: США виділяють $6 млрд на замовлення зброї для України,20:06,/news/2024/04/26/7453184/,,
"Генштаб: на фронті за день майже 80 бойових зіткнень, більше 20 атак на Авдіївському напрямку",19:43,/news/2024/04/26/7453179/,,
"У Центробанку РФ стверджують, що конфіскація заморожених активів не вплине на фінстабільність Росії",19:43,https://www.epravda.com.ua/news/2024/04/26/712965/,Олексій Павлиш,2233 перегляди
Естонська розвідка: Ймовірність розвалу української оборони зменшується,19:42,/news/2024/04/26/7453177/,,
Столтенберг: Російські шпигуни в країнах НАТО не завадять підтримці України,19:35,/news/2024/04/26/7453175/,,
Підприємці Харківщини зможуть отримати вдвічі більший грант від держави на розвиток,19:24,https://www.epravda.com.ua/news/2024/04/26/712962/,Анастасія Дячкіна,1024 перегляди
"відео, ОновленоЕвакуація лікарень у Києві: Кличко показав відео вивезення пацієнтів",19:20,/news/2024/04/26/7453172/,,
СБУ назвала білоруські погрози київським лікарням проявами ІПСО,19:20,/news/2024/04/26/7453171/,,
"""Саду Квілінського більше немає"": що відомо про засновника господарства, який загинув на війні",19:04,https://life.pravda.com.ua/society/shcho-vidomo-pro-zasnovnika-sadu-kvilinskogo-yana-kvilinskogo-301275/,,
Samsung планує додати в One UI 6.1.1 функцію ШІ-відео,18:57,https://mezha.media/2024/04/26/one-ui-6-1-1-video-ai-feature/,,
Держсекретар США пригрозив Китаю новими санкціями в разі підтримки війни Росії,18:53,/news/2024/04/26/7453168/,,
На Херсонщині заборонили відвідувати прибережні території вздовж Дніпра,18:52,/news/2024/04/26/7453167/,,
"Суд зупинив ліцензію ""Нафтогазу"" на розподіл газу на Черкащині: компанія подала апеляцію",18:36,https://www.epravda.com.ua/news/2024/04/26/712960/,Олексій Павлиш,2197 переглядів
"ППО, артилерія, далекобійна зброя: Зеленський на ""Рамштайні"" назвав потреби України",18:23,/news/2024/04/26/7453164/,,
Сили оборони Півдня: Ворог після довгої паузи вивів ракетоносії в Чорне море,18:16,/news/2024/04/26/7453163/,,
Зеленський перевів командувача сил підтримки ЗСУ на іншу посаду,18:13,/news/2024/04/26/7453162/,,
"2,5-метрова сітка замість краєвиду Фудзі: в Японії борються з туристами-порушниками",18:05,https://life.pravda.com.ua/society/cherez-povedinku-turistiv-u-yaponiji-planuyut-zakriti-naypopulyarnishe-misce-dlya-foto-gori-fudzi-301273/,,
НБУ знизив тарифи на видачу готівки,17:47,https://www.epravda.com.ua/news/2024/04/26/712957/,Олексій Павлиш,8238 переглядів
"Торік на утримання Чорнобильської зони відчуження витратили менше коштів, ніж планували",17:16,https://www.epravda.com.ua/news/2024/04/26/712955/,Артур Крижний,1049 переглядів
Неонатальна допомога малюкам: хто може скористатися та де надають такі послуги,17:14,https://life.pravda.com.ua/health/de-nadayut-dopomogu-peredchasno-narodzhenim-dityam-perelik-nszu-301270/,,
"""Радіо Свобода"": українська розвідка здійснила кібератаку на сервіси партії ""Єдина Росія""",17:07,/news/2024/04/26/7453153/,,
Сума вкладів українців у банках у березні зросла на 20 мільярдів – Фонд гарантування,17:00,https://www.epravda.com.ua/news/2024/04/26/712956/,Олексій Павлиш,1312 переглядів
У Польщі хочуть змінити правила прихистку для українців із простроченими документами,16:58,/news/2024/04/26/7453149/,,
Україна направила до Судану чергову партію гуманітарного зерна,16:50,https://www.epravda.com.ua/news/2024/04/26/712953/,Олексій Павлиш,1475 переглядів
Деколонізація Херсону: у місті завершили процес перейменування топонімів,16:45,/news/2024/04/26/7453146/,,
Один із найбільших забудовників Китаю Country Garden планує представити план погашення боргу,16:44,https://www.epravda.com.ua/news/2024/04/26/712950/,Олексій Павлиш,1278 переглядів
У Великій Британії почали випробовувати на людях вакцину від меланоми,16:43,https://life.pravda.com.ua/health/vakcinaciya-proti-raku-u-velikiy-britaniji-viprobovuyut-jiji-efektivnist-na-lyudyah-301271/,,
Україна та Латвія нарощуватимуть виробництво дронів,16:41,https://www.eurointegration.com.ua/news/2024/04/26/7184727/,Андрій Синявський,
"Правоохоронці проводять обшуки у КП ""Київекспертиза"" - КМДА",16:40,https://www.epravda.com.ua/news/2024/04/26/712951/,Артур Крижний,2464 перегляди
В Росії масово блокують сім-карти: на тиждень відключають по 300 тисяч абонентів,16:39,https://www.epravda.com.ua/news/2024/04/26/712949/,Артур Крижний,13478 переглядів
футболСкандал у Франції за участю українця: Ігнатенка звинувачують у расизмі,16:39,https://champion.com.ua/football/2024/04/26/956340/skandal-u-frantsiyi-za-uchastyu-ukrayintsya-ihnatenka-zvynuvachuyut-u-rasyzmi,,
На Харківщині російський дрон влучив у цивільне авто: постраждали двоє волонтерів,16:38,/news/2024/04/26/7453143/,,
Уряд зберіг чинний тариф на електроенергію для населення до кінця травня,16:28,https://www.epravda.com.ua/news/2024/04/26/712952/,Артур Крижний,10016 переглядів
оновленоКиїв терміново евакуює кілька лікарень через загрозу ракетного удару – КМДА,16:25,/news/2024/04/26/7453140/,,
КолонкаGreenpeace до МАГАТЕ: Запорізька АЕС не має стати новим Чорнобилем,15:59,https://www.pravda.com.ua/columns/2024/04/26/7453102/,,
фотоДБР: Військовий вимагав гроші за допомогу з оформленням інвалідності матері бійця,15:51,/news/2024/04/26/7453135/,,
"Пентагон назвав ключовий пріоритет ""Рамштайна"": ППО для України",15:51,/news/2024/04/26/7453137/,,
відеоРівень води у Дніпрі в межах Києва суттєво знизився,15:45,/news/2024/04/26/7453134/,,
Поляки створили відеогру про Чорнобильську катастрофу,15:35,https://mezha.media/2024/04/26/chornobyl-liquidators/,,
"фотоПерепливли річку, щоб повернутися в Україну: ДПСУ затримала двох чоловіків",15:26,/news/2024/04/26/7453132/,,
"Вчені визначили, наскільки шум шкодить птахам. А як щодо людей?",15:22,https://life.pravda.com.ua/society/vcheni-rozpovili-yakiy-vpliv-mozhe-mati-shum-na-rozvitok-ta-rozmnozhennya-organizmiv-301268/,,
"Поліція та СБУ прийшли з обшуками до ""Київтеплоенерго"", робота підприємства заблокована - КП",15:13,https://www.epravda.com.ua/news/2024/04/26/712944/,Артур Крижний,5730 переглядів
"Росія поновила доставку нафти державним ""Совкомфлотом"" до Індії - Reuters",15:10,https://www.epravda.com.ua/news/2024/04/26/712947/,Володимир Тунік-Фриз,2041 перегляд
"Made in China більше не лякає: ""китайці"" захоплюють український ринок",14:48,https://www.epravda.com.ua/publications/2024/04/26/712943/,Анастасія Дячкіна,45894 перегляди
відеоГУР повідомило про знищення у Москві ворожого гелікоптера Ка-32,14:40,/news/2024/04/26/7453119/,,
"У США представили найбільший у світі 3D-принтер, який може надрукувати будинок за 3 дні",14:39,https://mezha.media/2024/04/26/u-ssha-naybilshyy-3d-prynter/,,
відеоССО показали результати роботи на Донеччині: у ворога мінус БТР та два БМП,14:39,/news/2024/04/26/7453120/,,
"Київ стягнув з підрядника метро на Виноградар 139 мільйонів, зароблених з незаконного депозиту",14:30,https://www.epravda.com.ua/news/2024/04/26/712945/,Володимир Тунік-Фриз,2374 перегляди
КолонкаЗавдяки Антикорраді при Міноборони на харчуванні для ЗСУ вдалося зекономити 4 млрд,14:16,https://www.pravda.com.ua/columns/2024/04/26/7453048/,,
Азербайджан може збільшити можливості експорту газу до Європи на 5 мільярдів кубометрів,14:10,https://www.epravda.com.ua/news/2024/04/26/712942/,Артур Крижний,1406 переглядів
оновленоРФ обстріляла Білопілля на Сумщині: є жертви,14:02,/news/2024/04/26/7453114/,,
Рада дозволила звільнення за неінформування про родичів у Росії та окупованих територіях,14:00,https://www.epravda.com.ua/news/2024/04/26/712941/,Володимир Тунік-Фриз,44158 переглядів
фото Глава МЗС Німеччини і генсек НАТО на секретній вечері говорили про Україну − Bild,13:56,/news/2024/04/26/7453113/,,
Ракетний удар по вокзалу в Балаклії 25 квітня: кількість поранених зросла до 13,13:53,/news/2024/04/26/7453112/,,
Хто повинен пройти базову військову підготовку і де це зробити?,13:52,https://life.pravda.com.ua/society/bazova-viyskova-pidgotovka-hto-povinen-proyti-obov-zkovo-301261/,,
Крадіжка електричних кабелів паралізувала рух поїздів на заході Німеччини,13:46,https://www.epravda.com.ua/news/2024/04/26/712938/,Європейська правда,5765 переглядів
"У ніч суботу в Україні дощитиме, в неділю − переважно без опадів",13:13,/news/2024/04/26/7453106/,,
Відвантаження російського дизпального у портах Бразилії зросло майже у 4 рази,13:11,https://www.epravda.com.ua/news/2024/04/26/712936/,Артур Крижний,2030 переглядів
"фотоВ Австралії викинулися на берег 160 китів: більшість врятували, але десятки загинули",13:10,https://life.pravda.com.ua/society/v-avstraliji-bilshe-sotni-kitiv-vikinulisya-na-bereg-bilshist-vryatuvali-301266/,,
Міністра Сольського звільнили з-під варти під заставу в 76 мільйонів,13:09,https://www.epravda.com.ua/news/2024/04/26/712939/,"Артур Крижний , Дана Гордійчук",18476 переглядів
В Україну повернули тіла 140 полеглих захисників,12:59,/news/2024/04/26/7453104/,,
НБУ до роковин Чорнобильської катастрофи вводить в обіг нову пам'ятну монету,12:58,https://www.epravda.com.ua/news/2024/04/26/712937/,Ігор Пилипів,2082 перегляди
"У четвер РФ атакувала Кривий Ріг з винищувача Су-57: ""дорогої іграшки"", яку бережуть від ППО",12:58,/news/2024/04/26/7453103/,,
Курс валют на 26 квітня: гривня слабне до долара та євро,12:46,https://www.epravda.com.ua/news/2024/04/26/712935/,Ігор Пилипів,8890 переглядів
Е-лікарняний і медвисновок тимчасової непрацездатності: у чому відмінність і як перевірити ці документи,12:36,https://life.pravda.com.ua/society/yak-i-de-pereviriti-e-likarnyaniy-i-medichniy-visnovok-timchasovoji-nepracezdatnosti-301258/,,
"фотоАрмія РФ з артилерії обстріляла Нікополь, постраждав чоловік та 9-річна дитина",12:36,/news/2024/04/26/7453099/,,
Розвідка Британії: Росіяни прискорили просування біля Авдіївки,12:29,/news/2024/04/26/7453097/,,
Естонія у координації з Данією передала Україні два патрульні катери,12:27,https://www.eurointegration.com.ua/news/2024/04/26/7184701/,Іванна Костіна,
фотоНова очільниця МЗС Латвії прибула до Києва,12:19,https://www.eurointegration.com.ua/news/2024/04/26/7184707/,Ірина Кутєлєва,
Очікувана вартість закупівель через Prozorro торік зросла на 70%,12:10,https://www.epravda.com.ua/news/2024/04/26/712934/,Артур Крижний,771 перегляд
Росіяни вдарили КАБами по промисловому об’єкту у Сумах,12:04,/news/2024/04/26/7453093/,,
"Споживання електроенергії зросло на 3,8%: в енергосистемі зберігається дефіцит – ""Укренерго""",11:57,https://www.epravda.com.ua/news/2024/04/26/712933/,Ігор Пилипів,1241 перегляд
"фотоЗ Таллінна до Києва: естонський депутат розпочав велопробіг, щоб зібрати гроші для ЗСУ",11:55,/news/2024/04/26/7453090/,,
"День після Чорнобилю. Як ""Динамо"" обіграло ""Спартак"" на переповненому 100-тисячному стадіоні",11:55,https://champion.com.ua/football/2024/04/26/870592/u-hazetakh-pysaly-shcho-dynamo-vyhralo-kubok-zavdyaky-chornobylyu-oleh-blokhin,,
РосЗМІ: У Росії різко зросла кількість вакансій для людей з інвалідністю на тлі війни в Україні,11:50,https://www.epravda.com.ua/news/2024/04/26/712932/,Артур Крижний,2475 переглядів
"відео""Патрулювала"" кордон: прикордонники помітили рись у Карпатах",11:39,https://life.pravda.com.ua/society/vzdovzh-kordonu-v-karpatah-pomitili-ris-video-301262/,,
За 2023 рік перевізникам компенсували лише 6% витрат за пільговиків – Мінвідновлення,11:32,https://www.epravda.com.ua/news/2024/04/26/712931/,Ігор Пилипів,975 переглядів
"фото, оновленоРосіяни атакували КАБами Харківщину, серед постраждалих — діти",11:25,/news/2024/04/26/7453085/,,
"фотоУ Стокгольмі відкрився другий фестиваль ""Українська весна""",11:12,https://life.pravda.com.ua/culture/u-stokgolmi-vidkrivsya-drugiy-festival-ukrajinska-vesna-301260/,,
"відео Зеленський в річницю аварії на ЧАЕС закликав світ тиснути на Росію, щоб звільнити ЗАЕС",11:05,/news/2024/04/26/7453080/,,
Іспанія відправить в Україну ракети до Patriot замість самої системи ППО – ЗМІ,11:05,/news/2024/04/26/7453082/,,
Розстріл поліцейських на Вінниччині: підозрюваним допомагали тікати двоє військових,11:00,/news/2024/04/26/7453079/,,
фотоЗа хабарі робили довідки про інвалідність: ДБР викрило групу медиків на Львівщині,10:58,/news/2024/04/26/7453081/,,
Сольський досі міністр і після виходу на волю зможе повернутися до роботи - адвокат,10:52,https://www.epravda.com.ua/news/2024/04/26/712930/,"Дана Гордійчук, Артур Крижний",5685 переглядів
"""Укрзалізниця"" відновила регулярний рух поїздів на Харківщині",10:40,https://www.epravda.com.ua/news/2024/04/26/712929/,Ігор Пилипів,1452 перегляди
"У Харкові двоє ремонтників коригували атаки РФ по позиціях мисливців за ""Шахедами""",10:30,/news/2024/04/26/7453071/,,
"Виросли на війні: скільки PepsiCo, Phillip Morris та інші заробили в Росії у 2023",10:29,https://www.epravda.com.ua/weeklycharts/2024/04/26/712918/,"Дана Гордійчук, ПРОЄКТ WEEKLY CHART",11394 перегляди
Anglo American відхилила пропозицію з поглинання від гірничодобувного гіганта BHP як значно недооцінену,10:25,https://www.epravda.com.ua/news/2024/04/26/712926/,Артур Крижний,883 перегляди
Окупанти за добу убили 5 мирних мешканців на Донеччині,10:20,/news/2024/04/26/7453069/,,
Материнська компанія Google оголосила про перші в історії виплати дивідендів,10:10,https://www.epravda.com.ua/news/2024/04/26/712927/,Ігор Пилипів,3274 перегляди
"Вчені пояснили, як пестициди можуть впливати на розвиток хвороби Паркінсона",09:59,https://life.pravda.com.ua/health/dovgotrivaliy-kontakt-z-pesticidami-mozhe-vplinuti-na-rozvitok-hvorobi-parkinsona-doslidzhennya-301255/,,
Косово обіцяє запровадити одностатеві союзи у травні,09:52,https://www.eurointegration.com.ua/news/2024/04/26/7184691/,Іванна Костіна,
"Власник TikTok радше закриє свій додаток у США, ніж продасть його − Reuters",09:49,https://www.epravda.com.ua/news/2024/04/26/712925/,Артур Крижний,5503 перегляди
Швеція в рамках НАТО відправить військовий контингент до Латвії,09:46,https://www.eurointegration.com.ua/news/2024/04/26/7184690/,Іванна Костіна,
Український офіс Amnesty International очолила відома юристка,09:39,/news/2024/04/26/7453063/,,
У фінському місті біля кордону з РФ двічі за тиждень паплюжили український прапор,09:38,https://www.eurointegration.com.ua/news/2024/04/26/7184688/,Іванна Костіна,
Чи є пріоритети в обмінах? Відповідаємо на поширені запитання щодо полонених військових,09:29,https://life.pravda.com.ua/society/viyskoviy-u-poloni-shcho-rodinam-treba-znati-pro-obmini-i-de-otrimati-dopomogu-301239/,,
"Столтенберг: Не можна допустити залежності від Китаю, як це раніше було з Росією",09:26,/news/2024/04/26/7453061/,,
Ексміністр оборони Британії розкритикував слабке лідерство Шольца у контексті війни,09:24,https://www.eurointegration.com.ua/news/2024/04/26/7184686/,Іванна Костіна,
Ціни на нафту збільшилися на тлі оптимістичних прогнозів зростання економіки США,09:17,https://www.epravda.com.ua/news/2024/04/26/712924/,Артур Крижний,1393 перегляди
"""Російська мова належить Кремлю"" – Олександр Іванов про те, чому треба переходити на українську",09:04,https://pravda.com.ua/articles/2024/04/26/7453019/,,
Британський корабель відбив ракетну атаку хуситів в Аденській затоці,08:54,https://www.eurointegration.com.ua/news/2024/04/26/7184685/,Ірина Кутєлєва,
"ЗСУ відвели танки ""Абрамс"" з фронту через загрозу російських безпілотників – AP",08:50,/news/2024/04/26/7453053/,,
"У польському Щецині зіткнулися британські військові машини, поранені 5 солдатів",08:43,https://www.eurointegration.com.ua/news/2024/04/26/7184684/,Іванна Костіна,
Росіяни влучили в торговий центр і дитсадок на Херсонщині: поранили 6 людей,08:41,/news/2024/04/26/7453052/,,
"""Двійник"", ""Матрьошка"", Portal Combat: які спецоперації проти України РФ проводить за кордоном",08:29,/news/2024/04/26/7453051/,,
"Білий дім розповів, якого озброєння зараз найбільше потребує Україна",08:20,https://www.eurointegration.com.ua/news/2024/04/26/7184683/,Ірина Кутєлєва,
Суд взяв аграрного міністра Сольського під варту,08:07,https://www.epravda.com.ua/news/2024/04/26/712923/,Дана Гордійчук,22406 переглядів
"У США розповіли, коли Україна отримає перше озброєння з оголошеного пакета допомоги",07:58,https://www.eurointegration.com.ua/news/2024/04/26/7184682/,Ірина Кутєлєва,
ЗСУ знешкодили 950 окупантів і знищили 31 артсистему ворога за добу,07:45,/news/2024/04/26/7453046/,,
"Влада Грузії обурена резолюцією Європарламенту, яка критикує закон про ""іноагентів""",07:33,https://www.eurointegration.com.ua/news/2024/04/26/7184681/,Ірина Кутєлєва,
"Росіяни не знижують інтенсивність атак, за добу на фронті було 114 боєзіткнень − Генштаб",07:19,/news/2024/04/26/7453044/,,
Радники Трампа розробляють санкції проти країн БРІКС за відмову від долара,06:32,/news/2024/04/26/7453043/,,
Греція відмовилась віддати Україні свої системи ППО Patriot,05:45,/news/2024/04/26/7453042/,,
"ISW: Якщо Росія захопить Часів Яр, це відкриє їй дорогу до “оборонного поясу”",04:46,/news/2024/04/26/7453041/,,
Хакери КНДР проникли в оборонні підприємства Південної Кореї,03:38,/news/2024/04/26/7453040/,,
На фронті загинула військовослужбовиця та журналістка Алла Пушкарчук,02:31,/news/2024/04/26/7453038/,,
"РосЗМІ: Російські військові вбили на окупованій Херсонщині ""голову села"" та ще чотирьох людей",01:47,/news/2024/04/26/7453037/,,
Politico: США готують контракти на постачання зброї для ЗСУ на $6 млрд,00:56,/news/2024/04/26/7453036/,,
"США будують пірс у Секторі Гази, щоб безперешкодно поставляти гуманітарну допомогу",00:23,/news/2024/04/26/7453035/,,
"Новини економіки 25 квітня: НБУ знизив облікову ставку, Сольський написав заяву про відставку",23:40,https://www.epravda.com.ua/news/2024/04/25/712922/,Економічна правда,3176 переглядів
"Україна передала Катару список з 561 дитини, яку вивезла Росія",23:37,/news/2024/04/25/7453024/,,
"У США сподіваються, що надання Україні ATACMS спонукає Німеччину до рішення щодо Taurus",23:10,/news/2024/04/25/7453020/,,
СПЕЦПРОЄКТЗелений перехід: коли українці пересядуть на електромобілі,,https://www.epravda.com.ua/cdn/cd1/2024/peresiadut_na_elektromobili/,,
"На фронті загинув головний сержант бригади ""Хартія"" Олександр Ющенко",22:54,/news/2024/04/25/7453018/,,
Путін планує відвідати Китай у травні,22:27,/news/2024/04/25/7453015/,,
"На Хмельниччині для війська виділять 54 мільйони, отриманих із продажу комунального майна",22:21,https://www.epravda.com.ua/news/2024/04/25/712919/,Анастасія Дячкіна,1770 переглядів
Пропозиція США щодо використання доходів від заморожених активів РФ набирає обертів – Reuters,22:04,https://www.epravda.com.ua/news/2024/04/25/712920/,Олексій Павлиш,6938 переглядів
В Держдепі не визначились з допомогою у поверненні українських чоловіків: Складне питання,21:53,/news/2024/04/25/7453012/,,
Через обстріли на Харківщині УЗ тимчасово змінює рух приміських поїздів,21:38,https://www.epravda.com.ua/news/2024/04/25/712917/,Олексій Павлиш,2333 перегляди
"Столтенберг: Допомога Україні на підході, для перемоги ще не пізно",21:31,/news/2024/04/25/7453009/,,
"18 ділянок та 7 квартир: З’явився список майна, яке арештували у справі Гринкевичів",21:28,/news/2024/04/25/7453010/,,
дзюдоБілодід завоювала золото чемпіонату Європи,21:15,https://champion.com.ua/others/2024/04/25/956249/bilodid-zavoyuvala-zoloto-chempionatu-yevropy,,
"Зеленський розповів, про що говоритимуть на ""Рамштайні"" 26 квітня",21:04,/news/2024/04/25/7453006/,,
Вдруге в історії: у США 54-річній жінці пересадили нирку свині,21:00,https://life.pravda.com.ua/society/u-ssha-54-richniy-zhinci-peresadili-nirku-gennomodifikovanoji-svini-foto-301257/,,
У Google Meet тепер можна переносити дзвінки з одного пристрою на інший без переривання звʼязку,20:43,https://www.epravda.com.ua/news/2024/04/25/712916/,Анастасія Дячкіна,2650 переглядів
Bloomberg: У Катарі на вихідних пройде зустріч радників щодо Cаміту миру,20:36,/news/2024/04/25/7453004/,,
"У Києві відновили 70% енергообладнання, пошкодженого через ворожі обстріли",20:26,https://www.epravda.com.ua/news/2024/04/25/712914/,Анастасія Дячкіна,2577 переглядів
фотоОбстріл вокзалу в Балаклії: Електричка була у 15 метрах від влучання,20:19,/news/2024/04/25/7453001/,,
ТОК-ШОУ УП: Обмеження консульських послуг: чоловіків депортують?  Що змінить допомога США,20:16,/news/2024/04/25/7453000/,,
Житель Тернополя намагався відправити за кордон скам'янілості віком 400 млн років,20:14,https://life.pravda.com.ua/society/zhitel-ternopolya-namagavsya-vidpraviti-za-kordon-unikalni-skam-yanilosti-vikom-400-mln-rokiv-foto-301254/,,
Рада схвалила законопроєкт щодо створення реєстру постраждалих через агресію РФ,19:37,https://www.epravda.com.ua/news/2024/04/25/712909/,Олексій Павлиш,1587 переглядів
"ЗМІ: У США вважають, що нова допомога дасть Україні можливість перехопити ініціативу",19:33,/news/2024/04/25/7452993/,,
